"ID"";""Código"";""Descrição"";""Unidade"";""NCM"";""Origem"";""Preço"";""Valor IPI fixo"";""Observações"";""Situação"";""Estoque"";""Preço de custo"";""Cód. no fornecedor"";""Fornecedor"";""Localização"";""Estoque máximo"";""Estoque mínimo"";""Peso líquido (Kg)"";""Peso bruto (Kg)"";""GTIN/EAN"";""GTIN/EAN da Embalagem"";""Largura do produto"";""Altura do Produto"";""Profundidade do produto"";""Data Validade"";""Descrição do Produto no Fornecedor"";""Descrição Complementar"";""Itens p/ caixa"";""Produto Variação"";""Tipo Produção"";""Classe de enquadramento do IPI"";""Código na Lista de Serviços"";""Tipo do item"";""Grupo de Tags/Tags"";""Tributos"";""Código Pai"";""Código Integração"";""Grupo de produtos"";""Marca"";""CEST"";""Volumes"";""Descrição Curta"";""Cross-Docking"";""URL Imagens Externas"";""Link Externo"";""Meses Garantia no Fornecedor"";""Clonar dados do pai"";""Condição do Produto"";""Frete Grátis"";""Número FCI"";""Vídeo"";""Departamento"";""Unidade de Medida"";""Preço de Compra"";""Valor base ICMS ST para retenção"";""Valor ICMS ST para retenção"";""Valor ICMS próprio do substituto"";""Categoria do produto"";""Informações Adicionais"
""16451255734"";""2000/V	"";""VELA LATINHA"";""UN"";""3307.49.00"";""0"";""17,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Metros"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16450046039"";""2035/V	"";""VELA C/ OVO LATINHA"";""UN"";""3307.49.00"";""0"";""49,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16449679413"";""9018/EH	"";""Essência Hidrossoluvel"";""UN"";""3307.49.00"";""0"";""34,90"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16448794745"";""0042/D	"";""DIFUSOR OCTÓGONO"";""UN"";""3307.49.00"";""0"";""62,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16448794682"";""0042/S	"";""SABONETE OCTÓGONO"";""UN"";""3307.49.00"";""0"";""59,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16446732041"";""02561/K	"";""KIT CAIXA C/ GESSO E SPRAY 2ML"";""UN"";""3307.49.00"";""0"";""51,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445924100"";""9017/OER	"";""Oleo Essencial 10ml Rosa"";""UN"";""3307.49.00"";""0"";""62,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923998"";""9016/OEU	"";""Oleo Essencial 10ml Uva"";""UN"";""3307.49.00"";""0"";""46,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923567"";""9015/OEA	"";""Oleo Essencial 10ml Abacate"";""UN"";""3307.49.00"";""0"";""75,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923504"";""9014/OEY	"";""Oleo Essencial 10ml Ylang"";""UN"";""3307.49.00"";""0"";""104,00"";""0,00"";"""";""Ativo"";""1,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923391"";""9013/OEM	"";""Oleo Essencial 10ml Menta"";""UN"";""3307.49.00"";""0"";""42,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923300"";""9012/OEL	"";""Oleo Essencial 10ml Lavandin"";""UN"";""3307.49.00"";""0"";""43,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923165"";""9011/OELD	"";""Oleo Essencial 10ml Laranja Doce"";""UN"";""3307.49.00"";""0"";""28,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445923045"";""9010/OEE	"";""Oleo Essencial 10ml Eucalipto"";""UN"";""3307.49.00"";""0"";""38,00"";""0,00"";"""";""Ativo"";""1,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16445922835"";""9009/OEB	"";""Oleo Essencial 10ml Bergamota"";""UN"";""3307.49.00"";""0"";""42,90"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16442345174"";""0062/AFV	"";""ARRANJO FLOR VIDRO"";""UN"";""3307.49.00"";""0"";""82,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16441659787"";""0061/AFN	"";""ARRANJO FLOR NINA"";""UN"";""3307.49.00"";""0"";""102,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16433141846"";""2034/V	"";""VELA VIDRO TAMPA DE MADEIRA"";""UN"";""3406.00.00"";""0"";""65,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16429537992"";""2033/V	"";""VELA OVO COM ORELHA PASCOA"";""UN"";""3406.00.00"";""0"";""16,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16429056088"";""02467/K	"";""KIT VARETA FLOR C/SPRAY 2ML"";""UN"";""3307.49.00"";""0"";""20,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16426125662"";""02466/CX	"";""CAIXA SPRAY 2ML C/ ANJO GESSO"";""UN"";""3307.49.00"";""0"";""55,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425365616"";""02465/SCC	"";""KIT PASCOA C/CUBO 250ML E VELA COELHO"";""UN"";""3307.49.00"";""0"";""108,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425340451"";""02465/CSVO	"";""KIT PASCOA CONJUNTO SQUARE COM DUAS VELAS OVOS"";""UN"";""3307.49.00"";""0"";""185,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425333052"";""02465/SCVO	"";""KIT PASCOA C/CUBO 250ML E DUAS VELAS OVOS"";""UN"";""3307.49.00"";""0"";""103,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425330180"";""02465/SCVC	"";""KIT PASCOA C/CUBO 100ML E VELA COELHO"";""UN"";""3307.49.00"";""0"";""87,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425326815"";""02465/SCBVC	"";""KIT PASCOA C/SABONETE CILINDRICO BAIXO E VELA COELHO"";""UN"";""3307.49.00"";""0"";""101,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425321279"";""0016/D	"";""DIFUSOR CILINDRICO BAIXO"";""UN"";""3307.49.00"";""0"";""75,00"";""0,00"";"""";""Ativo"";""9,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16425319087"";""0016/S	"";""SABONETE CILINDRICO BAIXO"";""UN"";""3307.49.00"";""0"";""65,00"";""0,00"";"""";""Ativo"";""3,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16418081252"";""ABO001	"";""ARRANJO BOLHA"";""UN"";""0603.90.00"";""0"";""120,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.999.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16415361582"";""0037/D	"";""DIFUSOR MADRI COLORIDO"";""UN"";""3307.49.00"";""0"";""86,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16415361441"";""0037/S	"";""SABONETE MADRI COLORIDO"";""UN"";""3307.49.00"";""0"";""75,00"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";""28.056.00"";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
